fill	x	y	group	clickSelects
#FCBA83	0.251496089912253	0.560900449767557	1	Bomi
#FCBA83	0.246008903295398	0.550397273807083	1	Bomi
#FCBA83	0.245125578592462	0.548706286295161	1	Bomi
#FCBA83	0.240976347131954	0.54160743400251	1	Bomi
#FCBA83	0.236072051097557	0.533216754069828	1	Bomi
#FCBA83	0.238085414634842	0.523657586504593	1	Bomi
#FCBA83	0.245394720174795	0.516729427334154	1	Bomi
#FCBA83	0.247473768448661	0.514758791781984	1	Bomi
#FCBA83	0.246467086683224	0.509815738654941	1	Bomi
#FCBA83	0.241438083454195	0.507509846592657	1	Bomi
#FCBA83	0.23238455595929	0.507509846592657	1	Bomi
#FCBA83	0.219978359645032	0.514100584093806	1	Bomi
#FCBA83	0.215746771733721	0.517991370983436	1	Bomi
#FCBA83	0.20958332406257	0.523657586504593	1	Bomi
#FCBA83	0.206230655243217	0.524317959348795	1	Bomi
#FCBA83	0.201536478336307	0.518056325689371	1	Bomi
#FCBA83	0.199860143926631	0.513442376407204	1	Bomi
#FCBA83	0.194494111573198	0.507838950435958	1	Bomi
#FCBA83	0.195165967019721	0.502895897308914	1	Bomi
#FCBA83	0.200194970245545	0.502564628308013	1	Bomi
#FCBA83	0.202206130977341	0.495315683118686	1	Bomi
#FCBA83	0.205558799796694	0.492678522055501	1	Bomi
#FCBA83	0.196406146090049	0.487964975556831	1	Bomi
#FCBA83	0.195536038216841	0.490084664128557	1	Bomi
#FCBA83	0.192767112653305	0.492745641917461	1	Bomi
#FCBA83	0.191645885037706	0.493823890038195	1	Bomi
#FCBA83	0.187962795507211	0.498855714595318	1	Bomi
#FCBA83	0.180136230256111	0.504543581684596	1	Bomi
#FCBA83	0.172446238897241	0.51013185155737	1	Bomi
#FCB781	0.286320230096383	0.570184642412154	2	Bong
#FCB781	0.286093341207959	0.570165156000059	2	Bong
#FCB781	0.284203334736381	0.570803877276141	2	Bong
#FCB781	0.282207593639801	0.57199254839665	2	Bong
#FCB781	0.280687658368548	0.570879657766924	2	Bong
#FCB781	0.278755798608708	0.570165156000059	2	Bong
#FCB781	0.276418622773543	0.569249294645739	2	Bong
#FCB781	0.27367172526169	0.568530462566825	2	Bong
#FCB781	0.271314724183535	0.570266918374161	2	Bong
#FCB781	0.272206860105221	0.57377880281145	2	Bong
#FCB781	0.27335452137707	0.576939931837318	2	Bong
#FCB781	0.273187108217613	0.579042299154547	2	Bong
#FCB781	0.271490948564948	0.580984444862962	2	Bong
#FCB781	0.270938044573154	0.582318181493814	2	Bong
#FCB781	0.270453427529077	0.583480870731004	2	Bong
#FCB781	0.269312374673694	0.586328052010466	2	Bong
#FCB781	0.269200031632227	0.587172463189202	2	Bong
#FCB781	0.269508424294891	0.587230922423914	2	Bong
#FCB781	0.270158251696141	0.588939231191907	2	Bong
#FCB781	0.271416053203969	0.591251618725414	2	Bong
#FCB781	0.272869904332994	0.594414912907306	2	Bong
#FCB781	0.282335356316486	0.605320808045841	2	Bong
#FCB781	0.299717688544067	0.610770507879496	2	Bong
#FCB781	0.300376327160862	0.611225190821044	2	Bong
#FCB781	0.301592275380429	0.612283952528107	2	Bong
#FCB781	0.303008678828964	0.613996591609724	2	Bong
#FCB781	0.304627740315162	0.61570923069134	2	Bong
#FCB781	0.306224773756088	0.618316079559157	2	Bong
#FCB781	0.306290857898316	0.618424337402908	2	Bong
#FCB781	0.307138937723046	0.621135113799276	2	Bong
#FCB781	0.307323973323209	0.621767339604134	2	Bong
#FCB781	0.307885688530547	0.623694329215653	2	Bong
#FCB781	0.309035552607886	0.627007019221512	2	Bong
#FCB781	0.309630309887941	0.629414673657898	2	Bong
#FCB781	0.310326396185225	0.631672932270318	2	Bong
#FCB781	0.311233951742128	0.633281643821807	2	Bong
#FCB781	0.313520463063871	0.634398864765157	2	Bong
#FCB781	0.316163828756212	0.635617848081034	2	Bong
#FCB781	0.316666068237789	0.636722078083513	2	Bong
#FCB781	0.317214566618605	0.638378423086442	2	Bong
#FCB781	0.31858691397339	0.639188191754611	2	Bong
#FCB781	0.32047251483399	0.639250981302946	2	Bong
#FCB781	0.322507906416548	0.640065080284739	2	Bong
#FCB781	0.324488227881116	0.641130337463026	2	Bong
#FCB781	0.325704176097477	0.642189099171664	2	Bong
#FCB781	0.327380510507153	0.643200227428863	2	Bong
#FCB781	0.328444465199274	0.644310952900989	2	Bong
#FCB781	0.330722165302267	0.646779231729687	2	Bong
#FCB781	0.332753151277053	0.648043683339404	2	Bong
#FCB781	0.336319492155102	0.648816644340981	2	Bong
#FCB781	0.33866988481679	0.648180088222498	2	Bong
#FCB781	0.340203036917771	0.647439604573889	2	Bong
#FCB781	0.342247239719078	0.646900480512734	2	Bong
#FCB781	0.343932385347505	0.646811709082654	2	Bong
#FCB781	0.345767321697888	0.64692213208243	2	Bong
#FCB781	0.347042745646422	0.64682903033715	2	Bong
#FCB781	0.348628765059904	0.646038748081077	2	Bong
#FCB781	0.349452614033872	0.64484141633332	2	Bong
#FCB781	0.348595722990392	0.643533661585788	2	Bong
#FCB781	0.347677153412456	0.642550680367933	2	Bong
#FCB781	0.350490135069743	0.642795343094778	2	Bong
#FCB781	0.34917726344072	0.640383358344768	2	Bong
#FCB781	0.348115511554088	0.638174898341387	2	Bong
#FCB781	0.347826944134413	0.635169660609135	2	Bong
#FCB781	0.349368907454144	0.633021824998066	2	Bong
#FCB781	0.349382124283871	0.630718098091806	2	Bong
#FCB781	0.349761006699742	0.626612960672275	2	Bong
#FCB781	0.350939507235614	0.625666787121012	2	Bong
#FCB781	0.351179612953766	0.625060543199472	2	Bong
#FCB781	0.35176776182056	0.623566584961382	2	Bong
#FCB781	0.353400040133281	0.623926001001627	2	Bong
#FCB781	0.357620614023558	0.626649768338867	2	Bong
#FCB781	0.358519358358505	0.630510243033128	2	Bong
#FCB781	0.363506508296067	0.633238340683992	2	Bong
#FCB781	0.365850292541289	0.634201835489751	2	Bong
#FCB781	0.369004708933957	0.636169963081486	2	Bong
#FCB781	0.372053390698418	0.638839601499214	2	Bong
#FCB781	0.37505581356364	0.640805563933348	2	Bong
#FCB781	0.377956907411633	0.642271375132095	2	Bong
#FCB781	0.381269925745008	0.643438394682909	2	Bong
#FCB781	0.38580550071121	0.644811104136377	2	Bong
#FCB781	0.387142603190995	0.643213218369735	2	Bong
#FCB781	0.387757185714039	0.642715232290371	2	Bong
#FCB781	0.390460027132142	0.643178575859167	2	Bong
#FCB781	0.392750944064863	0.644391063705396	2	Bong
#FCB781	0.394482348595734	0.645449825412459	2	Bong
#FCB781	0.395292980739975	0.646956774591422	2	Bong
#FCB781	0.395793017416063	0.64866291820339	2	Bong
#FCB781	0.396859174913673	0.650120068774889	2	Bong
#FCB781	0.39971621266471	0.650382052754655	2	Bong
#FCB781	0.401808877170746	0.650440511990942	2	Bong
#FCB781	0.403130560015313	0.651899827718465	2	Bong
#FCB781	0.403886122041565	0.653705568545361	2	Bong
#FCB781	0.405207804889338	0.65516488427446	2	Bong
#FCB781	0.408419494205484	0.655978983256253	2	Bong
#FCB781	0.411120132821303	0.657143837649467	2	Bong
#FCB781	0.413463917066525	0.658254563123168	2	Bong
#FCB781	0.414741543817342	0.659166094163864	2	Bong
#FCB781	0.415651302176528	0.659817806380818	2	Bong
#FCB781	0.416309940793323	0.660872237774257	2	Bong
#FCB781	0.417232915982237	0.660424050302358	2	Bong
#FCB781	0.417799036800553	0.65947571159507	2	Bong
#FCB781	0.418770473694195	0.658878128300779	2	Bong
#FCB781	0.420252961284959	0.65858366696647	2	Bong
#FCB781	0.420413766031155	0.657130846708595	2	Bong
#FCB781	0.42098208965496	0.655732155373383	2	Bong
#FCB781	0.422259716405777	0.65558708986304	2	Bong
#FCB781	0.423942659228715	0.655792779765694	2	Bong
#FCB781	0.42557714035013	0.65590103760787	2	Bong
#FCB781	0.427566273033448	0.656260453648114	2	Bong
#FCB781	0.429760266556713	0.656669668295823	2	Bong
#FCB781	0.431137019522475	0.657024754022444	2	Bong
#FCB781	0.432059994708184	0.65632757351165	2	Bong
#FCB781	0.432881640876664	0.655279637587859	2	Bong
#FCB781	0.434053532999274	0.655784119136871	2	Bong
#FCB781	0.434965494163949	0.657191471100906	2	Bong
#FCB781	0.436441373341452	0.658198269044481	2	Bong
#FCB781	0.438886486607107	0.659560152713101	2	Bong
#FCB781	0.440926283800643	0.660320122773806	2	Bong
#FCB781	0.44266429674157	0.659926064222994	2	Bong
#FCB781	0.444400106880213	0.66003215691072	2	Bong
#FCB781	0.446902493069347	0.659893586870026	2	Bong
#FCB781	0.449451138154515	0.660653556930731	2	Bong
#FCB781	0.449752922403918	0.661290113049214	2	Bong
#FCB781	0.450211105791744	0.662260103326197	2	Bong
#FCB781	0.449334389505275	0.664009550074405	2	Bong
#FCB781	0.449684635459406	0.665914888116229	2	Bong
#FCB781	0.450951248185984	0.668023750904682	2	Bong
#FCB781	0.450737576124082	0.669926923790481	2	Bong
#FCB781	0.450728764905332	0.671979492500246	2	Bong
#FCB781	0.451182542682181	0.673484276523185	2	Bong
#FCB781	0.453059332324032	0.676547973488574	2	Bong
#FCB781	0.455096926712078	0.677756131021179	2	Bong
#FCB781	0.456828331239744	0.678765094120778	2	Bong
#FCB781	0.459685368990781	0.679477430730043	2	Bong
#FCB781	0.462590868449752	0.680490724143266	2	Bong
#FCB781	0.464784861973017	0.681300492811435	2	Bong
#FCB781	0.467335709866879	0.681960865655637	2	Bong
#FCB781	0.470340335534384	0.683874864326284	2	Bong
#FCB781	0.47309163866042	0.685487906191398	2	Bong
#FCB781	0.475127030242978	0.687248178724454	2	Bong
#FCB781	0.478803511357006	0.68791288188228	2	Bong
#FCB781	0.481308100351629	0.687371592665101	2	Bong
#FCB781	0.482887511351849	0.688527786432643	2	Bong
#FCB781	0.485330421812016	0.690690778142183	2	Bong
#FCB781	0.487156546943649	0.693804273716612	2	Bong
#FCB781	0.487705045324465	0.696761877997425	2	Bong
#FCB781	0.489152288040229	0.69693942085916	2	Bong
#FCB781	0.491286805837731	0.698422553313978	2	Bong
#FCB781	0.49256222978306	0.699957649532285	2	Bong
#FCB781	0.493842059339366	0.703382927695518	2	Bong
#FCB781	0.496029444449369	0.705212485248134	2	Bong
#FCB781	0.502838313910793	0.709014500706108	2	Bong
#FCB781	0.503906674210686	0.710250805276481	2	Bong
#FCB781	0.504463983810252	0.710151208059978	2	Bong
#FCB781	0.505069755114546	0.709501661000624	2	Bong
#FCB781	0.505607239474329	0.708183080468244	2	Bong
#FCB781	0.506124898587917	0.706912133387303	2	Bong
#FCB781	0.506968572804875	0.702685747184724	2	Bong
#FCB781	0.50762721142167	0.702731215478564	2	Bong
#FCB781	0.50869336891928	0.703424065675734	2	Bong
#FCB781	0.509757323608195	0.703320138145607	2	Bong
#FCB781	0.51057015856113	0.70366439808738	2	Bong
#FCB781	0.512305968696568	0.706342697132356	2	Bong
#FCB781	0.51494713158342	0.707921096486902	2	Bong
#FCB781	0.515158600839833	0.709858911883268	2	Bong
#FCB781	0.517295321439619	0.711491440160478	2	Bong
#FCB781	0.51835927613174	0.71143731123939	2	Bong
#FCB781	0.520079666635167	0.710634038042445	2	Bong
#FCB781	0.521700930926854	0.710380714688352	2	Bong
#FCB781	0.522916879146421	0.710722809472525	2	Bong
#FCB781	0.523782581408651	0.711664652710164	2	Bong
#FCB781	0.526216680650068	0.711454632493886	2	Bong
#FCB781	0.528287317107626	0.709954178786147	2	Bong
#FCB781	0.529368894237247	0.710066766941947	2	Bong
#FCB781	0.530507744290346	0.707808508331103	2	Bong
#FCB781	0.530904249143716	0.705671498503306	2	Bong
#FCB781	0.530540786359857	0.703584287282973	2	Bong
#FCB781	0.530840367806977	0.702588315124246	2	Bong
#FCB781	0.533924294446438	0.70073710600351	2	Bong
#FCB781	0.535649090560843	0.700830207748789	2	Bong
#FCB781	0.537336438994758	0.701579352024646	2	Bong
#FCB781	0.5443369524664	0.702865455204059	2	Bong
#FCB781	0.547760111038959	0.701956089319387	2	Bong
#FCB781	0.548647841349667	0.701544709515654	2	Bong
#FCB781	0.549892426030973	0.700968777789483	2	Bong
#FCB781	0.549517949222875	0.69664712468245	2	Bong
#FCB781	0.549006898522549	0.695506087013381	2	Bong
#FCB781	0.549002492914776	0.694611877228756	2	Bong
#FCB781	0.550057636384942	0.692567969146239	2	Bong
#FCB781	0.55005983919043	0.692178240910626	2	Bong
#FCB781	0.55008847565217	0.687995157842712	2	Bong
#FCB781	0.552504952456086	0.684208298483209	2	Bong
#FCB781	0.554324469174458	0.683255629462298	2	Bong
#FCB781	0.559016443275879	0.67846413731682	2	Bong
#FCB781	0.560534175744848	0.677762626490827	2	Bong
#FCB781	0.564893526329638	0.677892535902698	2	Bong
#FCB781	0.56783427066361	0.678427329650228	2	Bong
#FCB781	0.568845358040025	0.677825416040738	2	Bong
#FCB781	0.569365219959101	0.674276723935282	2	Bong
#FCB781	0.569385045202091	0.674140319053763	2	Bong
#FCB781	0.570039278211113	0.673181154561627	2	Bong
#FCB781	0.571294876913452	0.672728636776104	2	Bong
#FCB781	0.571515157388616	0.67115889804723	2	Bong
#FCB781	0.573671703231391	0.667452149492135	2	Bong
#FCB781	0.573343485325738	0.666839410099372	2	Bong
#FCB781	0.573149638506825	0.665826116684573	2	Bong
#FCB781	0.571365366666659	0.66349857305417	2	Bong
#FCB781	0.571105435705517	0.66210854234463	2	Bong
#FCB781	0.571402814347148	0.660465188284149	2	Bong
#FCB781	0.572993239371607	0.661446004344404	2	Bong
#FCB781	0.571757465909051	0.659248370124296	2	Bong
#FCB781	0.569312352646601	0.65748809759124	2	Bong
#FCB781	0.569301338622362	0.657120020923747	2	Bong
#FCB781	0.569219834844917	0.654381097488035	2	Bong
#FCB781	0.569380639591113	0.652176967798279	2	Bong
#FCB781	0.567854095906599	0.650520622795349	2	Bong
#FCB781	0.567658046282197	0.64781417671103	2	Bong
#FCB781	0.565481675196433	0.642197759798912	2	Bong
#FCB781	0.564424328920779	0.637585975672769	2	Bong
#FCB781	0.561776557620665	0.635425149119253	2	Bong
#FCB781	0.558721267439737	0.633112761585745	2	Bong
#FCB781	0.55735332569593	0.630103193541444	2	Bong
#FCB781	0.557974516632236	0.627048157203303	2	Bong
#FCB781	0.558547245867019	0.623945487412147	2	Bong
#FCB781	0.556203461618592	0.622185214880666	2	Bong
#FCB781	0.55585541846995	0.619879322816807	2	Bong
#FCB781	0.55545891361658	0.616170409104112	2	Bong
#FCB781	0.553833243713915	0.613961949100732	2	Bong
#FCB781	0.551643655801628	0.612703992960663	2	Bong
#FCB781	0.551339668746737	0.611599762958185	2	Bong
#FCB781	0.553289150944077	0.608449459717165	2	Bong
#FCB781	0.555487550078319	0.607304091736047	2	Bong
#FCB781	0.557329094841964	0.606256155812256	2	Bong
#FCB781	0.558000950288486	0.603954594062021	2	Bong
#FCB781	0.559181653633053	0.602103384941285	2	Bong
#FCB781	0.560719211341806	0.59960479391722	2	Bong
#FCB781	0.562924218889309	0.59665368510763	2	Bong
#FCB781	0.565633668723878	0.595309122693506	2	Bong
#FCB781	0.566657972930021	0.593858467593231	2	Bong
#FCB781	0.567530283608718	0.592308215276453	2	Bong
#FCB781	0.569219834844917	0.590809926724738	2	Bong
#FCB781	0.568411405506165	0.588252876465961	2	Bong
#FCB781	0.569338786302851	0.585951314715725	2	Bong
#FCB781	0.569459940563069	0.585635201813296	2	Bong
#FCB781	0.569902704315679	0.584498494457851	2	Bong
#FCB781	0.567814445420621	0.583342300691885	2	Bong
#FCB781	0.568025914677034	0.581237768217056	2	Bong
#FCB781	0.569056827296438	0.578135098427475	2	Bong
#FCB781	0.568455461599915	0.574575580538747	2	Bong
#FCB781	0.567239513383554	0.571817170689364	2	Bong
#FCB781	0.565382548984693	0.570823363688236	2	Bong
#FCB781	0.564794400117899	0.570509415941831	2	Bong
#FCB781	0.562911002062787	0.569552416607296	2	Bong
#FCB781	0.563891250171974	0.566198588621222	2	Bong
#FCB781	0.56547726958866	0.564548739087941	2	Bong
#FCB781	0.563748067863278	0.562991991301514	2	Bong
#FCB781	0.562882365601048	0.562589272123454	2	Bong
#FCB781	0.56207393625909	0.559930459492149	2	Bong
#FCB781	0.561113513392893	0.557724164644793	2	Bong
#FCB781	0.558972387182129	0.557117920721679	2	Bong
#FCB781	0.558007558704953	0.555812331131746	2	Bong
#FCB781	0.559287388258054	0.554212280207504	2	Bong
#FCB781	0.56016190174224	0.552261473870266	2	Bong
#FCB781	0.559708123965391	0.55045573304337	2	Bong
#FCB781	0.559765396888869	0.548351200568541	2	Bong
#FCB781	0.558675008540498	0.54799827999952	2	Bong
#FCB781	0.557269619116202	0.547543597057972	2	Bong
#FCB781	0.55548534727283	0.547238309938815	2	Bong
#FCB781	0.556051468091146	0.545384935662055	2	Bong
#FCB781	0.557688152014845	0.544137805306834	2	Bong
#FCB781	0.557287241553702	0.542232467263435	2	Bong
#FCB781	0.555870838101961	0.538573352158204	2	Bong
#FCB781	0.555370801425873	0.535113431485979	2	Bong
#FCB781	0.552815547924239	0.53716166988212	2	Bong
#FCB781	0.550987219987117	0.534500692093216	2	Bong
#FCB781	0.549350536063418	0.536299937448888	2	Bong
#FCB781	0.548222700034558	0.5376986287841	2	Bong
#FCB781	0.546797485367273	0.536542435018134	2	Bong
#FCB781	0.545528669835206	0.534786492798702	2	Bong
#FCB781	0.543592404464388	0.534680400112551	2	Bong
#FCB781	0.541244214608189	0.535223854485754	2	Bong
#FCB781	0.539312354848349	0.533415948502834	2	Bong
#FCB781	0.537072102425845	0.532307388186732	2	Bong
#FCB781	0.533913280422199	0.530945504518112	2	Bong
#FCB781	0.530703793911542	0.530183369299807	2	Bong
#FCB781	0.527033921210775	0.529620428514508	2	Bong
#FCB781	0.524789263177294	0.529713530259787	2	Bong
#FCB781	0.524529332216152	0.531317911499228	2	Bong
#FCB781	0.523753944946912	0.534069825875812	2	Bong
#FCB781	0.522165722727942	0.535617913034991	2	Bong
#FCB781	0.52038145088457	0.535362424524873	2	Bong
#FCB781	0.519727217875547	0.533004568697526	2	Bong
#FCB781	0.51840553503098	0.532099533128053	2	Bong
#FCB781	0.515046257798365	0.529984174868377	2	Bong
#FCB781	0.512863278296134	0.527422794295975	2	Bong
#FCB781	0.512052646151894	0.525766449293046	2	Bong
#FCB781	0.510993097070751	0.523259197640157	2	Bong
#FCB781	0.508243996750203	0.521446961343613	2	Bong
#FCB781	0.507882736771833	0.522698422012457	2	Bong
#FCB781	0.506909097075908	0.523848120308775	2	Bong
#FCB781	0.50533409168346	0.522992883346767	2	Bong
#FCB781	0.5048825167121	0.521988250559216	2	Bong
#FCB781	0.504578529657209	0.521336538342262	2	Bong
#FCB781	0.503922093845903	0.52043150277279	2	Bong
#FCB781	0.502908803663999	0.519476668594278	2	Bong
#FCB781	0.502300829554216	0.518571633024806	2	Bong
#FCB781	0.501540861916986	0.517567000238831	2	Bong
#FCB781	0.500476907224865	0.516661964667783	2	Bong
#FCB781	0.499615610570408	0.515754763940711	2	Bong
#FCB781	0.499058300970841	0.51520264894026	2	Bong
#FCB781	0.495091049628444	0.513570120661475	2	Bong
#FCB781	0.492628313925288	0.51142661536403	2	Bong
#FCB781	0.491044497317296	0.511922436287369	2	Bong
#FCB781	0.489517953629576	0.511216595147752	2	Bong
#FCB781	0.487993612747346	0.509757279420229	2	Bong
#FCB781	0.486061752987506	0.508449524672696	2	Bong
#FCB781	0.485240106819026	0.509748618792981	2	Bong
#FCB781	0.483709157520329	0.510495597911238	2	Bong
#FCB781	0.481929291287935	0.508986483574676	2	Bong
#FCB781	0.481783906176955	0.50718290790538	2	Bong
#FCB781	0.48046662894016	0.505024246509463	2	Bong
#FCB781	0.478997358175919	0.502863419955947	2	Bong
#FCB781	0.476089655914665	0.502804960721235	2	Bong
#FCB781	0.472518909425637	0.503192523800823	2	Bong
#FCB781	0.470274251392156	0.503534618584996	2	Bong
#FCB781	0.468738896485686	0.505284065333205	2	Bong
#FCB781	0.467362143523129	0.50532736847102	2	Bong
#FCB781	0.465837802640898	0.504019613723488	2	Bong
#FCB781	0.465337765964811	0.501663923052165	2	Bong
#FCB781	0.464425804800136	0.499706621245278	2	Bong
#FCB781	0.460965198547087	0.498591565457953	2	Bong
#FCB781	0.45771165594268	0.496277012768421	2	Bong
#FCB781	0.456425217973112	0.497203699906013	2	Bong
#FCB781	0.45576217374534	0.495527868492564	2	Bong
#FCB781	0.453480068031369	0.494064222449841	2	Bong
#FCB781	0.451704607406747	0.492702338781221	2	Bong
#FCB781	0.450184672135494	0.491494181248616	2	Bong
#FCB781	0.448973129526905	0.48993526830459	2	Bong
#FCB781	0.447957636539513	0.489103848068301	2	Bong
#FCB781	0.447796831793317	0.489658128226352	2	Bong
#FCB781	0.447935608491035	0.491862257916109	2	Bong
#FCB781	0.447924594470001	0.494116186214904	2	Bong
#FCB781	0.447909174834784	0.496820467141624	2	Bong
#FCB781	0.448653722840002	0.500431948795416	2	Bong
#FCB781	0.449323375481036	0.502322130740343	2	Bong
#FCB781	0.45005690945881	0.504396351018229	2	Bong
#FCB781	0.451620900827018	0.507308487003627	2	Bong
#FCB781	0.453235556705444	0.510123190930122	2	Bong
#FCB781	0.455295179138763	0.515191823155412	2	Bong
#FCB781	0.456299658101917	0.517852800944317	2	Bong
#FCB781	0.457605921314473	0.521115692342712	2	Bong
#FCB781	0.458667673201105	0.522722238738177	2	Bong
#FCB781	0.459286661335127	0.524099278505269	2	Bong
#FCB781	0.459773481181487	0.525184022095651	2	Bong
#FCB781	0.460782365755619	0.527342683491568	2	Bong
#FCB781	0.461434395959153	0.529349783905918	2	Bong
#FCB781	0.461872754100784	0.53280753942212	2	Bong
#FCB781	0.463284751941547	0.53541871860356	2	Bong
#FCB781	0.464148251401494	0.53656192143023	2	Bong
#FCB781	0.455185038902784	0.543455780892937	2	Bong
#FCB781	0.454060307028331	0.544017697132509	2	Bong
#FCB781	0.436844486611289	0.552618724752911	2	Bong
#FCB781	0.436837878194822	0.553770588206828	2	Bong
#FCB781	0.435765112287157	0.554114848148601	2	Bong
#FCB781	0.434591017359057	0.554409309481335	2	Bong
#FCB781	0.433720909485849	0.555056691384665	2	Bong
#FCB781	0.433412516819979	0.555706238445595	2	Bong
#FCB781	0.432082022756662	0.556500851015292	2	Bong
#FCB781	0.432024749833183	0.55785190890064	2	Bong
#FCB781	0.432269261159108	0.559456290138506	2	Bong
#FCB781	0.432253841527097	0.562262333437753	2	Bong
#FCB781	0.432392618224815	0.564817218540506	2	Bong
#FCB781	0.431308838289705	0.566815658327608	2	Bong
#FCB781	0.429465090720571	0.568558609606168	2	Bong
#FCB781	0.426652109063284	0.570095870980499	2	Bong
#FCB781	0.423841330211486	0.571535700297502	2	Bong
#FCB781	0.42021551360447	0.572618278730285	2	Bong
#FCB781	0.418019317275716	0.573257000006367	2	Bong
#FCB781	0.416494976393486	0.57353197492858	2	Bong
#FCB781	0.398116976421501	0.560075525002492	2	Bong
#FCB781	0.380721427364192	0.555520034955037	2	Bong
#FCB781	0.369229395020098	0.55407371016681	2	Bong
#FCB781	0.362433742385197	0.556881918623657	2	Bong
#FCB781	0.353025563328388	0.560768375199662	2	Bong
#FCB781	0.34645019116865	0.573694361693419	2	Bong
#FCB781	0.341844126452447	0.57467301259765	2	Bong
#FCB781	0.337760126457604	0.57554124050053	2	Bong
#FCB781	0.331343356241779	0.574196678086406	2	Bong
#FCB781	0.320146499730621	0.571847482886307	2	Bong
#FCB781	0.30650893556799	0.565538215777019	2	Bong
#FCB781	0.302942594686735	0.56546676559986	2	Bong
#FCB781	0.302222277535484	0.566512536366051	2	Bong
#FCB781	0.301349966856787	0.567309314093348	2	Bong
#FCB781	0.298453278619772	0.566187762836374	2	Bong
#FCB781	0.29504553968243	0.565365003227333	2	Bong
#FCB781	0.292137837421175	0.565795869443161	2	Bong
#FCB781	0.290247830952803	0.566486554484307	2	Bong
#FCB781	0.290106851449596	0.566824318954856	2	Bong
#FCB781	0.289157442604431	0.56913237617474	2	Bong
#FCB781	0.287875410242636	0.570325377608873	2	Bong
#FCB781	0.286320230096383	0.570184642412154	2	Bong
#FCBA83	0.296239459853519	0.424701257068715	4	Grand Bassa
#FCBA83	0.29533410710531	0.426496172110764	4	Grand Bassa
#FCBA83	0.293311932349275	0.427197682935181	4	Grand Bassa
#FCBA83	0.293276687474275	0.427299445309284	4	Grand Bassa
#FCBA83	0.294038857916993	0.429003423762077	4	Grand Bassa
#FCBA83	0.295140260286397	0.432614905415869	4	Grand Bassa
#FCBA83	0.296450929109932	0.435124322224783	4	Grand Bassa
#FCBA83	0.296840825550041	0.437819942524254	4	Grand Bassa
#FCBA83	0.296891490057052	0.438181523720523	4	Grand Bassa
#FCBA83	0.297492855753574	0.440238422743913	4	Grand Bassa
#FCBA83	0.298904853594337	0.442600608884884	4	Grand Bassa
#FCBA83	0.298228592536837	0.44550191908701	4	Grand Bassa
#FCBA83	0.297442191243357	0.449102574955954	4	Grand Bassa
#FCBA83	0.298085410228141	0.452711891453721	4	Grand Bassa
#FCBA83	0.29879251055287	0.455717129184399	4	Grand Bassa
#FCBA83	0.300801468475971	0.458936717444978	4	Grand Bassa
#FCBA83	0.303339099540106	0.461104039468143	4	Grand Bassa
#FCBA83	0.305722534274511	0.462968239529751	4	Grand Bassa
#FCBA83	0.308509082272342	0.466187827791905	4	Grand Bassa
#FCBA83	0.306614670192991	0.46753022504843	4	Grand Bassa
#FCBA83	0.307467155628699	0.470037476699743	4	Grand Bassa
